# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	23165	23536	+	GJAFJC_00029	155.0	3.3e-48	0.959	0.929	0.644	UniRef:UniRef50_A0A0D7LMP5
contig_1	cds	23540	24319	+	GJAFJC_00030	410.0	1.4e-144	1.0	0.932	0.819	UniRef:UniRef50_P05707
contig_1	cds	24425	24784	+	GJAFJC_00031	206.0	1.1e-68	0.882	1.0	0.952	UniRef:UniRef50_A0A376LAF6
contig_1	cds	24851	25624	+	GJAFJC_00032	500.0	1.5e-182	1.0	1.0	0.996	BlastRules:WP_000804550
contig_1	cds	25617	26582	+	GJAFJC_00033	359.0	1.8e-122	0.997	0.955	0.566	UniRef:UniRef50_A0A0E3U4T5
contig_1	cds	26579	28093	-	GJAFJC_00034	954.0	0.0	1.032	0.875	0.962	UniRef:UniRef50_P37013
contig_1	cds	28280	29719	+	GJAFJC_00035	872.0	0.0	1.008	1.0	0.859	UniRef:UniRef50_G5GIV7
contig_1	cds	29716	30849	+	GJAFJC_00036	695.0	3.0e-253	1.048	1.0	0.927	UniRef:UniRef50_P37596
contig_1	cds	30927	33167	-	GJAFJC_00037	978.0	0.0	0.988	0.938	0.704	UniRef:UniRef50_A0A447V8T3
contig_1	cds	33320	33847	-	GJAFJC_00038	332.0	3.4e-116	0.989	0.920	0.908	UniRef:UniRef50_A0A3P2EL24
contig_1	cds	33996	35009	-	GJAFJC_00039	637.0	3.9e-234	0.997	1.0	0.985	BlastRules:WP_001394680
contig_1	cds	35266	36723	+	GJAFJC_00040	843.0	7.3e-308	0.998	0.934	0.930	UniRef:UniRef50_P24241
contig_1	cds	36732	38156	+	GJAFJC_00041	967.0	0.0	1.0	1.0	0.983	BlastRules:WP_000110363
contig_1	cds	38314	38784	-	GJAFJC_00042	251.0	5.5e-85	0.936	0.820	0.829	UniRef:UniRef50_P0AEV9
contig_1	cds	38777	39187	-	GJAFJC_00043	271.0	8.0e-96	1.0	1.0	0.985	BlastRules:WP_001291921
contig_1	cds	39184	39951	-	GJAFJC_00044	517.0	3.6e-189	1.0	1.0	0.992	BlastRules:WP_000067392
contig_1	cds	39951	40493	-	GJAFJC_00045	335.0	7.5e-120	1.0	1.0	0.989	BlastRules:WP_000493781
contig_1	cds	40503	42212	-	GJAFJC_00046	1161.0	0.0	1.0	1.0	0.998	BlastRules:WP_001288122
contig_1	cds	42230	43153	-	GJAFJC_00047	582.0	3.5e-213	1.0	1.0	0.997	BlastRules:WP_000115224
contig_1	cds	43156	44982	-	GJAFJC_00048	1118.0	0.0	1.051	1.0	0.936	UniRef:UniRef50_A0A3P6LZW4
contig_1	cds	44979	45590	-	GJAFJC_00049	402.0	1.8e-145	1.0	1.0	1.0	BlastRules:WP_001079186
contig_1	cds	45715	46176	-	GJAFJC_00050	280.0	1.7e-96	0.993	0.981	0.888	UniRef:UniRef50_A0A659S3T9
contig_1	cds	46388	46738	+	GJAFJC_00051	152.0	2.1e-47	0.983	0.974	0.649	UniRef:UniRef50_A0A0F7HEE6
contig_1	cds	46742	47614	+	GJAFJC_00052	334.0	8.7e-113	1.169	0.977	0.534	UniRef:UniRef50_A0A5C1PZE3
contig_1	cds	47605	47877	+	GJAFJC_00053	186.0	9.8e-64	1.0	1.0	1.0	BlastRules:WP_000334881
contig_1	cds	47877	48998	+	GJAFJC_00054	444.0	2.1e-153	0.981	0.826	0.566	UniRef:UniRef50_A0A6L5Z5E1
contig_1	cds	48995	50005	+	GJAFJC_00055	650.0	2.5e-239	1.0	1.0	0.994	BlastRules:WP_001059922
contig_1	cds	50079	52157	+	GJAFJC_00056	657.0	2.3e-227	1.026	0.943	0.517	UniRef:UniRef50_E5YKN8
contig_1	cds	52202	52630	+	GJAFJC_00057	256.0	3.0e-87	1.0	0.916	1.0	UniRef:UniRef50_A0A198FWZ3
contig_1	cds	52669	53013	-	GJAFJC_00058	181.0	1.5e-58	1.0	0.820	0.737	UniRef:UniRef50_P25728
contig_1	cds	53090	53224	-	GJAFJC_00059	-	-	-	-	-	-
contig_1	cds	53300	55861	+	GJAFJC_00060	1382.0	0.0	0.994	0.915	0.837	UniRef:UniRef50_P23909
contig_1	cds	55966	56829	+	GJAFJC_00061	488.0	3.1e-174	0.993	0.925	0.996	UniRef:UniRef50_A0A1U9STQ1
contig_1	cds	56842	57510	+	GJAFJC_00062	347.0	1.3e-120	0.856	0.812	0.853	UniRef:UniRef50_P55799
contig_1	cds	57552	57788	-	GJAFJC_00063	129.0	2.6e-39	0.936	0.973	0.822	UniRef:UniRef50_A0A2X1QH26
contig_1	cds	57799	59226	-	GJAFJC_00064	621.0	7.3e-221	0.996	0.967	0.645	UniRef:UniRef50_A0A1M6ATN9
contig_1	cds	59226	59819	-	GJAFJC_00065	322.0	2.1e-112	1.0	1.145	0.853	UniRef:UniRef50_A0A2X4TIG3
contig_1	cds	59966	60373	+	GJAFJC_00066	250.0	2.3e-85	1.0	0.925	0.970	UniRef:UniRef50_Q93CC3
contig_1	cds	60494	61486	-	GJAFJC_00067	620.0	2.4e-227	1.0	1.0	0.994	VFDB:VFG000477
contig_1	cds	61549	62688	-	GJAFJC_00068	392.0	5.5e-133	1.185	1.011	0.586	UniRef:UniRef50_P0ADA3
contig_1	cds	62828	63454	-	GJAFJC_00069	269.0	7.6e-90	1.0	0.822	0.625	UniRef:UniRef50_P0A7A5
contig_1	cds	63448	64209	-	GJAFJC_00070	385.0	4.2e-135	0.964	0.946	0.779	UniRef:UniRef50_Q7N8K4
contig_1	cds	64190	65239	-	GJAFJC_00071	368.0	7.3e-125	0.966	0.889	0.567	UniRef:UniRef50_P44039
contig_1	cds	65236	65715	-	GJAFJC_00072	174.0	2.6e-54	0.987	0.924	0.573	UniRef:UniRef50_B2A4B2
contig_1	cds	65715	66425	-	GJAFJC_00073	411.0	4.5e-145	1.186	0.993	0.761	UniRef:UniRef50_Q46893
contig_1	cds	66444	66755	-	GJAFJC_00074	151.0	3.0e-47	0.913	0.847	0.777	UniRef:UniRef50_Q6D1B2
contig_1	cds	66949	67272	-	GJAFJC_00075	179.0	9.8e-58	1.215	1.0	0.762	UniRef:UniRef50_P46141
contig_1	cds	67322	67927	-	GJAFJC_00076	318.0	1.3e-109	1.244	1.0	0.676	UniRef:UniRef50_A0A954PMA2
contig_1	cds	67927	69354	-	GJAFJC_00077	750.0	1.5e-271	0.994	0.933	0.794	UniRef:UniRef50_Q8ZBP2
contig_1	cds	69356	70264	-	GJAFJC_00078	486.0	3.9e-174	1.0	1.208	0.821	UniRef:UniRef50_A0A3D3BEP2
contig_1	cds	70516	71553	+	GJAFJC_00079	683.0	5.5e-252	1.0	1.0	0.988	BlastRules:WP_000490428
contig_1	cds	72797	73090	-	GJAFJC_00080	125.0	3.2e-37	0.979	0.905	0.621	UniRef:UniRef50_A0A081NCQ8
contig_1	cds	73411	74010	-	GJAFJC_00081	-	-	-	-	-	-
contig_1	cds	74007	74657	-	GJAFJC_00082	421.0	1.5e-149	1.0	0.824	0.958	UniRef:UniRef50_A0A233WXS5
contig_1	cds	74639	75385	-	GJAFJC_00083	291.0	5.0e-98	1.016	1.004	0.575	UniRef:UniRef50_A7MFL0
contig_1	cds	75396	76451	-	GJAFJC_00084	545.0	3.3e-196	0.812	1.0	0.986	UniRef:UniRef50_A0A6N3QU73
contig_1	cds	76466	77002	-	GJAFJC_00085	338.0	1.7e-118	0.983	0.902	0.989	UniRef:UniRef50_A0A3P5DSL4
contig_1	cds	76999	78561	-	GJAFJC_00086	1024.0	0.0	1.062	1.0	0.913	UniRef:UniRef50_C9XXR1
contig_1	cds	78659	81358	-	GJAFJC_00087	1293.0	0.0	0.984	0.966	0.718	UniRef:UniRef50_A0A839WLL1
contig_1	cds	81553	81705	-	GJAFJC_00088	-	-	-	-	-	-
contig_1	ncRNA	81690	81847	-	GJAFJC_00089	111.8	2.6e-18	-	-	-	RFAM:RF01794
contig_1	cds	81970	82704	-	GJAFJC_00090	490.0	6.5e-176	1.0	0.819	0.971	UniRef:UniRef50_P17854
contig_1	cds	82778	84490	-	GJAFJC_00091	982.0	0.0	1.153	0.995	0.734	UniRef:UniRef50_P0C0B2
contig_1	cds	84490	86289	-	GJAFJC_00092	907.0	0.0	1.022	0.942	0.753	UniRef:UniRef50_Q6D1A1
contig_1	cds	86605	86970	+	GJAFJC_00093	171.0	2.0e-54	0.950	0.810	0.661	UniRef:UniRef50_A0A5E6MPV7
contig_1	cds	87048	88319	+	GJAFJC_00094	828.0	2.2e-304	1.0	0.977	0.967	UniRef:UniRef50_Q46904
contig_1	cds	88310	88570	+	GJAFJC_00095	181.0	2.6e-59	1.0	0.878	0.953	UniRef:UniRef50_A0A0H2V1G2
contig_1	cds	88587	89162	+	GJAFJC_00096	288.0	1.6e-98	1.0	1.005	0.780	UniRef:UniRef50_A0A2X3JBU0
contig_1	cds	89309	90169	-	GJAFJC_00097	547.0	2.3e-197	1.0	0.867	0.983	UniRef:UniRef50_A0A0B0VZE3
contig_1	cds	90166	90945	-	GJAFJC_00098	444.0	7.1e-158	1.100	1.0	0.835	UniRef:UniRef50_Q46908
contig_1	cds	90923	92332	-	GJAFJC_00099	872.0	0.0	1.053	1.0	0.923	UniRef:UniRef50_Q46909
contig_1	cds	92354	93808	-	GJAFJC_00100	628.0	1.3e-222	0.994	0.901	0.634	UniRef:UniRef50_R2SDW3
contig_1	cds	93878	94663	-	GJAFJC_00101	338.0	5.3e-116	0.992	0.981	0.653	UniRef:UniRef50_A0A376LCW0
contig_1	cds	94982	96259	+	GJAFJC_00102	782.0	3.4e-285	1.167	1.0	0.839	UniRef:UniRef50_P77031
contig_1	cds	96286	97764	+	GJAFJC_00103	984.0	0.0	1.053	1.0	0.929	UniRef:UniRef50_P55138
contig_1	cds	99320	99991	-	GJAFJC_00104	360.0	2.8e-125	1.0	0.805	0.753	UniRef:UniRef50_P64554
contig_1	cds	100164	100766	+	GJAFJC_00105	370.0	1.1e-130	0.985	0.943	0.975	UniRef:UniRef50_B7LWQ1
contig_1	cds	100780	101673	+	GJAFJC_00106	433.0	3.1e-152	0.889	0.846	0.818	UniRef:UniRef50_A0A564LTF8
contig_1	cds	101688	102836	+	GJAFJC_00107	691.0	9.5e-252	0.963	0.948	0.981	UniRef:UniRef50_A0A0H2VA96
contig_1	cds	102833	103747	+	GJAFJC_00108	512.0	1.6e-183	0.888	0.874	1.0	UniRef:UniRef50_Q8X7Q8
contig_1	cds	103807	105105	-	GJAFJC_00109	676.0	5.3e-245	0.840	0.968	0.964	UniRef:UniRef50_A0A447N4P2
contig_1	cds	105192	106829	-	GJAFJC_00110	706.0	2.4e-251	0.994	0.899	0.638	UniRef:UniRef50_Q8P9Z6
contig_1	cds	107057	107848	-	GJAFJC_00111	452.0	1.7e-161	0.871	0.939	0.996	UniRef:UniRef50_A0A2X3LT85
contig_1	cds	107944	110178	-	GJAFJC_00112	938.0	0.0	1.081	1.004	0.595	UniRef:UniRef50_P55133
contig_1	cds	110226	111527	-	GJAFJC_00113	829.0	5.8e-304	1.0	0.927	0.949	UniRef:UniRef50_P55135
contig_1	cds	111584	114340	+	GJAFJC_00114	1343.0	0.0	0.834	0.976	0.896	UniRef:UniRef50_A0A379TNR5
contig_1	cds	114571	115911	-	GJAFJC_00115	781.0	5.7e-284	1.143	0.996	0.755	UniRef:UniRef50_P0AES2
contig_1	cds	115932	117272	-	GJAFJC_00116	553.0	4.2e-194	1.150	1.002	0.552	UniRef:UniRef50_P0AES2
contig_1	cds	117274	118626	-	GJAFJC_00117	887.0	0.0	1.0	1.0	0.998	BlastRules:WP_000097072
contig_1	cds	119121	119570	-	GJAFJC_00118	197.0	5.4e-64	0.966	0.941	0.646	UniRef:UniRef50_Q47418
contig_1	cds	119588	120370	-	GJAFJC_00119	367.0	4.1e-127	0.977	0.861	0.689	UniRef:UniRef50_P0AA41
contig_1	cds	120370	120699	-	GJAFJC_00120	175.0	2.8e-56	1.0	0.813	0.798	UniRef:UniRef50_Q46919
contig_1	ncRNA	120742	121101	-	GJAFJC_00121	383.0	1.1e-41	-	-	-	RFAM:RF00018
contig_1	cds	121321	121866	-	GJAFJC_00122	221.0	5.3e-72	1.0	0.801	0.586	UniRef:UniRef50_Q6D8F3
contig_1	cds	121934	122782	+	GJAFJC_00123	431.0	7.7e-152	1.0	0.895	0.738	UniRef:UniRef50_Q46920
contig_1	cds	122894	124258	+	GJAFJC_00124	900.0	0.0	1.0	1.0	1.0	BlastRules:WP_000627995
contig_1	cds	124815	126104	+	GJAFJC_00125	805.0	3.8e-297	1.0	1.0	1.0	BlastRules:WP_000450476
contig_1	cds	126162	127529	+	GJAFJC_00126	894.0	0.0	1.0	1.0	0.998	BlastRules:WP_000626422
contig_1	cds	127550	128395	+	GJAFJC_00127	503.0	1.7e-180	0.911	0.839	0.957	UniRef:UniRef50_Q8ZMC9
contig_1	cds	128500	129648	-	GJAFJC_00128	417.0	9.3e-143	1.003	0.880	0.567	UniRef:UniRef50_P0A9S1
contig_1	cds	129676	130323	-	GJAFJC_00129	337.0	1.3e-116	0.981	0.824	0.773	UniRef:UniRef50_P0AB87
contig_1	cds	130870	132186	+	GJAFJC_00130	749.0	1.6e-273	0.895	0.995	0.990	UniRef:UniRef50_A0A376LAT6
contig_1	cds	132219	133994	+	GJAFJC_00131	934.0	0.0	0.843	0.947	0.924	UniRef:UniRef50_A0A379VKL4
contig_1	cds	134103	135521	+	GJAFJC_00132	606.0	1.5e-214	0.994	0.923	0.644	UniRef:UniRef50_P11553
contig_1	cds	135523	135945	+	GJAFJC_00133	249.0	1.1e-84	1.0	0.972	0.886	UniRef:UniRef50_A0A7Y7YN01
contig_1	cds	136003	136734	+	GJAFJC_00134	311.0	1.5e-105	1.0	0.832	0.667	UniRef:UniRef50_A8AP20
contig_1	cds	136778	137878	-	GJAFJC_00135	597.0	4.1e-214	1.137	1.0	0.704	UniRef:UniRef50_P0ADR6
contig_1	cds	137871	138266	-	GJAFJC_00136	239.0	2.4e-81	1.0	0.985	0.901	UniRef:UniRef50_B5RDV9
contig_1	cds	138285	139202	-	GJAFJC_00137	600.0	1.4e-220	1.0	1.0	1.0	BlastRules:WP_000044401
contig_1	ncRNA	139331	139536	+	GJAFJC_00138	199.0	1.9e-26	-	-	-	RFAM:RF00022
contig_1	cds	139554	139781	-	GJAFJC_00139	113.0	6.3e-33	1.0	0.833	0.760	UniRef:UniRef50_P65292
contig_1	cds	139973	141178	+	GJAFJC_00140	549.0	6.9e-195	1.0	0.976	0.691	UniRef:UniRef50_A0A0T9WUR1
contig_1	cds	141178	141621	+	GJAFJC_00141	201.0	9.2e-66	0.993	0.980	0.705	UniRef:UniRef50_A0AAP9U5W9
contig_1	cds	141672	142478	-	GJAFJC_00142	306.0	2.8e-103	0.974	0.919	0.590	UniRef:UniRef50_D2U281
contig_1	ncRNA	142553	142595	-	GJAFJC_00143	46.6	4.8e-06	-	-	-	RFAM:RF02751
contig_1	cds	142717	143814	-	GJAFJC_00144	593.0	3.7e-213	1.005	0.963	0.766	UniRef:UniRef50_D8MW96
contig_1	tRNA	144023	144099	+	GJAFJC_00145	77.5	-	-	-	-	-
contig_1	tRNA	144133	144209	+	GJAFJC_00146	77.5	-	-	-	-	-
contig_1	tRNA	144242	144318	+	GJAFJC_00147	77.5	-	-	-	-	-
contig_1	cds	144393	145646	-	GJAFJC_00148	788.0	7.5e-291	1.0	1.0	1.0	BlastRules:WP_000016907
contig_1	cds	145878	147209	+	GJAFJC_00149	858.0	4.6e-315	0.998	0.893	0.991	UniRef:UniRef50_P0A6C5
contig_1	cds	147271	149097	-	GJAFJC_00150	634.0	5.2e-221	1.074	0.979	0.554	UniRef:UniRef50_B2VFV9
contig_1	cds	149097	152639	-	GJAFJC_00151	1387.0	0.0	0.996	0.987	0.596	UniRef:UniRef50_A0A379XLC3
contig_1	cds	152632	155520	-	GJAFJC_00152	1239.0	0.0	0.988	0.963	0.641	UniRef:UniRef50_Q6D8I0
contig_1	cds	155696	159064	-	GJAFJC_00153	1841.0	0.0	1.002	0.909	0.782	UniRef:UniRef50_P07648
contig_1	cds	159077	159400	-	GJAFJC_00154	175.0	2.2e-56	1.196	1.0	0.742	UniRef:UniRef50_P08372
contig_1	cds	159385	159792	-	GJAFJC_00155	161.0	3.7e-50	1.0	0.912	0.593	UniRef:UniRef50_P08370
contig_1	cds	159789	160352	-	GJAFJC_00156	229.0	1.9e-75	1.0	0.930	0.604	UniRef:UniRef50_P08371
contig_1	cds	160343	160813	-	GJAFJC_00157	314.0	7.7e-110	1.071	1.0	0.910	UniRef:UniRef50_A0AA86M7P1
contig_1	cds	160998	161792	-	GJAFJC_00158	374.0	2.2e-129	1.034	0.850	0.648	UniRef:UniRef50_P0A884
contig_1	cds	161799	162674	-	GJAFJC_00159	453.0	3.6e-160	0.983	0.875	0.755	UniRef:UniRef50_P60968
contig_1	cds	162825	165071	-	GJAFJC_00160	1345.0	0.0	0.993	0.908	0.941	UniRef:UniRef50_P37177
contig_1	cds	165084	165614	-	GJAFJC_00161	283.0	2.5e-97	0.994	1.0	0.777	UniRef:UniRef50_C4LD21
contig_1	cds	165967	166113	-	GJAFJC_00162	94.4	3.2e-26	1.0	0.889	0.896	UniRef:UniRef50_A0A385XJL2
contig_1	cds	166299	166988	+	GJAFJC_00163	288.0	2.2e-97	0.943	0.889	0.606	UniRef:UniRef50_P06722
contig_1	cds	167057	167770	+	GJAFJC_00164	405.0	1.5e-142	0.987	0.815	0.940	UniRef:UniRef50_P67127
contig_1	cds	167908	168126	+	GJAFJC_00165	143.0	4.8e-47	1.0	1.0	1.0	BlastRules:WP_000758655
contig_1	cds	168234	169274	+	GJAFJC_00166	557.0	6.8e-201	0.818	1.0	0.986	UniRef:UniRef50_A0A1B8P770
contig_1	cds	169306	170499	-	GJAFJC_00167	723.0	1.7e-263	1.053	1.0	0.933	UniRef:UniRef50_P39196
contig_1	cds	170492	172651	-	GJAFJC_00168	1286.0	0.0	0.997	0.941	0.880	UniRef:UniRef50_P31119
contig_1	ncRNA	172739	172826	-	GJAFJC_00169	96.7	4.2e-17	-	-	-	RFAM:RF00079
contig_1	ncRNA	172942	173023	-	GJAFJC_00170	86.2	6.4e-15	-	-	-	RFAM:RF00079
contig_1	cds	173237	174268	+	GJAFJC_00171	535.0	1.2e-190	0.968	0.843	0.807	UniRef:UniRef50_P03024
contig_1	cds	174275	175537	-	GJAFJC_00172	541.0	6.2e-190	0.974	0.826	0.638	UniRef:UniRef50_Q9ZBH5
contig_1	cds	175659	176594	+	GJAFJC_00173	583.0	1.7e-213	1.0	1.0	0.974	BlastRules:WP_000741825
contig_1	cds	176581	177273	-	GJAFJC_00174	456.0	4.6e-166	1.0	1.0	0.991	BlastRules:WP_000848659
contig_1	cds	177402	178820	-	GJAFJC_00175	902.0	0.0	1.0	1.0	1.0	BlastRules:WP_000256438
contig_1	cds	179135	179896	-	GJAFJC_00176	296.0	8.1e-100	1.047	0.989	0.581	UniRef:UniRef50_A0A136WFZ6
contig_1	cds	179926	180762	-	GJAFJC_00177	354.0	1.6e-121	1.0	0.917	0.604	UniRef:UniRef50_A0A395L6D2
contig_1	cds	181050	182231	-	GJAFJC_00178	469.0	2.0e-162	0.997	0.805	0.622	UniRef:UniRef50_P14611
contig_1	cds	182487	183716	+	GJAFJC_00179	735.0	8.2e-268	0.978	0.930	0.975	UniRef:UniRef50_P63340
contig_1	cds	184176	184808	+	GJAFJC_00180	312.0	3.7e-107	0.990	0.860	0.692	UniRef:UniRef50_Q46941
contig_1	cds	185142	185951	+	GJAFJC_00181	551.0	1.2e-199	0.989	0.914	0.989	UniRef:UniRef50_Q46942
contig_1	cds	185944	186426	+	GJAFJC_00182	221.0	6.9e-73	1.0	0.899	0.650	UniRef:UniRef50_Q46943
contig_1	cds	186459	186599	-	GJAFJC_00183	-	-	-	-	-	-
contig_1	cds	186575	187000	-	GJAFJC_00184	-	-	-	-	-	-
contig_1	cds	187179	187274	+	GJAFJC_00185	-	-	-	-	-	-
contig_1	cds	187430	187921	+	GJAFJC_00186	309.0	1.4e-107	0.994	0.915	0.975	UniRef:UniRef50_Q46786
contig_1	cds	188147	188638	+	GJAFJC_00187	284.0	1.2e-97	0.933	0.844	0.882	UniRef:UniRef50_Q46787
contig_1	cds	188973	190349	+	GJAFJC_00188	901.0	0.0	1.0	1.0	0.998	BlastRules:WP_000362668
contig_1	cds	190517	190735	+	GJAFJC_00189	142.0	1.8e-44	1.0	0.837	0.986	UniRef:UniRef50_Q46789
contig_1	cds	190819	191322	+	GJAFJC_00190	317.0	1.1e-110	1.0	0.928	0.970	UniRef:UniRef50_Q46790
contig_1	cds	191341	191973	-	GJAFJC_00191	417.0	8.9e-149	1.0	0.955	0.990	UniRef:UniRef50_Q46791
contig_1	cds	192196	192903	-	GJAFJC_00192	460.0	5.3e-165	1.0	0.918	1.0	UniRef:UniRef50_Q46793
contig_1	cds	192845	193426	-	GJAFJC_00193	329.0	9.4e-115	0.922	0.881	0.904	UniRef:UniRef50_W1WT35
contig_1	cds	193442	194176	-	GJAFJC_00194	386.0	1.3e-135	1.0	0.957	0.820	UniRef:UniRef50_Q3SBD1
contig_1	cds	194173	194505	-	GJAFJC_00195	142.0	2.2e-43	1.0	0.932	0.682	UniRef:UniRef50_A0A2J7KPU0
contig_1	cds	194525	194764	-	GJAFJC_00196	107.0	2.6e-30	1.0	0.806	0.646	UniRef:UniRef50_B2XU12
contig_1	cds	194778	195959	-	GJAFJC_00197	734.0	1.9e-268	0.997	0.985	0.954	UniRef:UniRef50_A0A8T5YF24
contig_1	cds	196218	196718	+	GJAFJC_00198	321.0	2.3e-112	0.994	0.917	0.958	UniRef:UniRef50_Q2TJ93
contig_1	cds	196720	197013	+	GJAFJC_00199	177.0	2.0e-57	1.0	0.882	0.969	UniRef:UniRef50_Q3SBC7
contig_1	cds	197084	198196	-	GJAFJC_00200	620.0	2.8e-224	0.959	0.994	0.893	UniRef:UniRef50_P0A1M8
contig_1	cds	198205	198972	-	GJAFJC_00201	452.0	1.8e-161	0.976	0.940	0.956	UniRef:UniRef50_A0A3P5DV81
contig_1	cds	198974	199234	-	GJAFJC_00202	169.0	9.4e-55	1.0	0.887	1.0	UniRef:UniRef50_P0A1M4
contig_1	cds	199245	199910	-	GJAFJC_00203	329.0	1.3e-114	0.810	1.0	0.994	UniRef:UniRef50_A0A379T9C0
contig_1	cds	199900	200847	-	GJAFJC_00204	587.0	1.4e-212	0.962	0.924	0.947	UniRef:UniRef50_A0A9Q6Z5Y0
contig_1	cds	200847	201722	-	GJAFJC_00205	535.0	3.5e-193	1.0	1.0	0.983	UniRef:UniRef50_A0A376MIJ5
contig_1	cds	201700	202158	-	GJAFJC_00206	270.0	1.0e-92	1.0	0.981	0.980	UniRef:UniRef50_A0A0J2HB39
contig_1	cds	202148	203440	-	GJAFJC_00207	450.0	7.1e-155	0.993	0.982	0.525	UniRef:UniRef50_A0A4P7KXQ2
contig_1	cds	203472	205532	-	GJAFJC_00208	840.0	1.3e-299	1.006	0.934	0.638	UniRef:UniRef50_P0A1I3
contig_1	cds	205525	206670	-	GJAFJC_00209	724.0	7.5e-265	1.0	0.979	1.0	UniRef:UniRef50_A0A0J3VTV6
contig_1	cds	206675	208378	-	GJAFJC_00210	538.0	2.9e-185	0.984	0.962	0.527	UniRef:UniRef50_P35672
contig_1	cds	208375	209124	-	GJAFJC_00211	-	-	-	-	-	-
contig_1	cds	209470	209649	-	GJAFJC_00212	-	-	-	-	-	-
contig_1	cds	209715	211325	-	GJAFJC_00213	1042.0	0.0	0.998	0.954	0.983	UniRef:UniRef50_A0A5B9AP07
contig_1	tRNA	211558	211631	-	GJAFJC_00214	81.1	-	-	-	-	-
contig_1	cds	211710	212462	-	GJAFJC_00215	467.0	3.9e-167	1.004	0.937	0.992	UniRef:UniRef50_Q46798
contig_1	cds	212878	215175	+	GJAFJC_00216	867.0	2.5e-308	1.012	0.992	0.570	UniRef:UniRef50_G1V151
