ID or #		Start	End	Type	Contig
BMIABBIL_00051		54755	57109	complete	NODE_6_length_358442_cov_29.805919:177406-179760
BMIABBIL_00052		57364	58179	complete	NODE_6_length_358442_cov_29.805919:180015-180830
BMIABBIL_00053		58474	59124	complete	NODE_6_length_358442_cov_29.805919:181125-181775
BMIABBIL_00054		59121	59279	complete	NODE_6_length_358442_cov_29.805919:181772-181930
BMIABBIL_00055		59687	60346	complete	NODE_6_length_358442_cov_29.805919:182338-182997
BMIABBIL_00056		60358	63264	complete	NODE_6_length_358442_cov_29.805919:183009-185915
BMIABBIL_00057		63429	65780	complete	NODE_6_length_358442_cov_29.805919:186080-188431
BMIABBIL_00058		65855	66550	complete	NODE_6_length_358442_cov_29.805919:188506-189201
BMIABBIL_00059		66835	68337	complete	NODE_6_length_358442_cov_29.805919:189486-190988
BMIABBIL_00060		68348	70048	complete	NODE_6_length_358442_cov_29.805919:190999-192699
BMIABBIL_00061		70387	71265	complete	NODE_6_length_358442_cov_29.805919:193038-193916
BMIABBIL_00062		71351	72115	complete	NODE_6_length_358442_cov_29.805919:194002-194766
BMIABBIL_00063		72229	72927	complete	NODE_6_length_358442_cov_29.805919:194880-195578
BMIABBIL_00064		72911	74521	complete	NODE_6_length_358442_cov_29.805919:195562-197172
BMIABBIL_00065		74497	75480	complete	NODE_6_length_358442_cov_29.805919:197148-198131
BMIABBIL_00069		78848	79453	partial	NODE_6_length_358442_cov_29.805919:201878-202446
BMIABBIL_00070		79464	80864	complete	NODE_6_length_358442_cov_29.805919:202457-203857
BMIABBIL_00071		80867	81958	complete	NODE_6_length_358442_cov_29.805919:203860-204951
BMIABBIL_00072		81958	83529	complete	NODE_6_length_358442_cov_29.805919:204951-206522
BMIABBIL_00073		84368	85312	complete	NODE_6_length_358442_cov_29.805919:207361-208305
BMIABBIL_00074		85630	87354	complete	NODE_6_length_358442_cov_29.805919:208623-210347
BMIABBIL_00075		87357	87848	complete	NODE_6_length_358442_cov_29.805919:210350-210841
BMIABBIL_00076		88028	89032	complete	NODE_6_length_358442_cov_29.805919:211021-212025
BMIABBIL_00077		89634	90092	complete	NODE_6_length_358442_cov_29.805919:212627-213085
BMIABBIL_00078		90094	91035	complete	NODE_6_length_358442_cov_29.805919:213087-214028
BMIABBIL_00079		91032	91397	complete	NODE_6_length_358442_cov_29.805919:214025-214390
BMIABBIL_00080		91413	93179	complete	NODE_6_length_358442_cov_29.805919:214406-216172
BMIABBIL_00081		93166	94653	complete	NODE_6_length_358442_cov_29.805919:216159-217646
BMIABBIL_00082		94650	96008	complete	NODE_6_length_358442_cov_29.805919:217643-219001
BMIABBIL_00083		96002	97084	complete	NODE_6_length_358442_cov_29.805919:218995-220077
BMIABBIL_00084		97087	98403	complete	NODE_6_length_358442_cov_29.805919:220080-221396
BMIABBIL_00085		98403	99647	complete	NODE_6_length_358442_cov_29.805919:221396-222640
BMIABBIL_00086		99644	100711	complete	NODE_6_length_358442_cov_29.805919:222637-223704
BMIABBIL_00087		100765	102240	complete	NODE_6_length_358442_cov_29.805919:223758-225233
BMIABBIL_00088		102233	103153	complete	NODE_6_length_358442_cov_29.805919:225226-226146
BMIABBIL_00089		103155	103985	complete	NODE_6_length_358442_cov_29.805919:226148-226978
BMIABBIL_00090		103982	105244	complete	NODE_6_length_358442_cov_29.805919:226975-228237
BMIABBIL_00091		105305	106456	complete	NODE_6_length_358442_cov_29.805919:228298-229449
BMIABBIL_00092		106557	107474	complete	NODE_6_length_358442_cov_29.805919:229550-230467
BMIABBIL_00093		107630	108217	complete	NODE_6_length_358442_cov_29.805919:230623-231210
BMIABBIL_00094		108279	110984	complete	NODE_6_length_358442_cov_29.805919:231272-233977
BMIABBIL_00095		111044	111433	complete	NODE_6_length_358442_cov_29.805919:234037-234426
BMIABBIL_00096		111649	111846	complete	NODE_6_length_358442_cov_29.805919:234642-234839
BMIABBIL_00097		111856	112599	complete	NODE_6_length_358442_cov_29.805919:234849-235592
BMIABBIL_00098		112599	113219	complete	NODE_6_length_358442_cov_29.805919:235592-236212
BMIABBIL_00099		113444	114487	complete	NODE_6_length_358442_cov_29.805919:236437-237480
BMIABBIL_00100		114522	115724	complete	NODE_6_length_358442_cov_29.805919:237515-238717
BMIABBIL_00101		115714	117099	complete	NODE_6_length_358442_cov_29.805919:238707-240092
BMIABBIL_00102		117109	117549	complete	NODE_6_length_358442_cov_29.805919:240102-240542
BMIABBIL_00103		117752	118645	complete	NODE_6_length_358442_cov_29.805919:240745-241638
BMIABBIL_00104		118733	119284	complete	NODE_6_length_358442_cov_29.805919:241726-242277
BMIABBIL_00105		119281	120135	complete	NODE_6_length_358442_cov_29.805919:242274-243128
BMIABBIL_00106		120178	121548	complete	NODE_6_length_358442_cov_29.805919:243171-244541
BMIABBIL_00107		122092	122856	complete	NODE_6_length_358442_cov_29.805919:245085-245849
BMIABBIL_00108		123017	125680	complete	NODE_6_length_358442_cov_29.805919:246010-248673
BMIABBIL_00109		125695	127587	complete	NODE_6_length_358442_cov_29.805919:248688-250580
BMIABBIL_00110		127912	129336	complete	NODE_6_length_358442_cov_29.805919:250905-252329
BMIABBIL_00111		129407	131260	complete	NODE_6_length_358442_cov_29.805919:252400-254253
BMIABBIL_00112		131615	134212	complete	NODE_6_length_358442_cov_29.805919:254608-257205
BMIABBIL_00113		134388	134750	complete	NODE_6_length_358442_cov_29.805919:257381-257743
BMIABBIL_00114		134788	135582	complete	NODE_6_length_358442_cov_29.805919:257781-258575
BMIABBIL_00115		135598	136464	complete	NODE_6_length_358442_cov_29.805919:258591-259457
BMIABBIL_00116		136570	136878	complete	NODE_6_length_358442_cov_29.805919:259563-259871
BMIABBIL_00117		137083	138633	complete	NODE_6_length_358442_cov_29.805919:260076-261626
BMIABBIL_00118		138835	141225	complete	NODE_6_length_358442_cov_29.805919:261828-264218
BMIABBIL_00119		141431	141967	complete	NODE_6_length_358442_cov_29.805919:264424-264960
BMIABBIL_00120		142008	142670	complete	NODE_6_length_358442_cov_29.805919:265001-265663
BMIABBIL_00121		142779	143705	complete	NODE_6_length_358442_cov_29.805919:265772-266698
BMIABBIL_00122		143702	144472	complete	NODE_6_length_358442_cov_29.805919:266695-267465
BMIABBIL_00123		144577	145017	complete	NODE_6_length_358442_cov_29.805919:267570-268010
BMIABBIL_00124		145081	146310	complete	NODE_6_length_358442_cov_29.805919:268074-269303
BMIABBIL_00125		146314	146694	complete	NODE_6_length_358442_cov_29.805919:269307-269687
BMIABBIL_00126		146968	147870	partial	NODE_6_length_358442_cov_29.805919:269961-270340
BMIABBIL_00136		157253	157732	partial	NODE_6_length_358442_cov_29.805919:279603-280024
BMIABBIL_00137		157729	159093	complete	NODE_6_length_358442_cov_29.805919:280021-281385
BMIABBIL_00138		159186	160112	complete	NODE_6_length_358442_cov_29.805919:281478-282404
BMIABBIL_00139		160149	160604	complete	NODE_6_length_358442_cov_29.805919:282441-282896
BMIABBIL_00140		160782	161486	complete	NODE_6_length_358442_cov_29.805919:283074-283778
BMIABBIL_00141		161501	162031	complete	NODE_6_length_358442_cov_29.805919:283793-284323
BMIABBIL_00142		162105	164534	complete	NODE_6_length_358442_cov_29.805919:284397-286826
BMIABBIL_00143		164730	167264	complete	NODE_6_length_358442_cov_29.805919:287022-289556
BMIABBIL_00144		167484	169727	partial	NODE_6_length_358442_cov_29.805919:289776-290680,NODE_6_length_358442_cov_29.805919:291090-291932
BMIABBIL_00145		169778	170575	complete	NODE_6_length_358442_cov_29.805919:291983-292780
BMIABBIL_00146		170575	171465	complete	NODE_6_length_358442_cov_29.805919:292780-293670
BMIABBIL_00147		171462	173444	complete	NODE_6_length_358442_cov_29.805919:293667-295649
BMIABBIL_00148		173602	174882	complete	NODE_6_length_358442_cov_29.805919:295807-297087
BMIABBIL_00149		175107	176528	complete	NODE_6_length_358442_cov_29.805919:297312-298733
BMIABBIL_00150		176610	176954	complete	NODE_6_length_358442_cov_29.805919:298815-299159
BMIABBIL_00151		177001	177624	complete	NODE_6_length_358442_cov_29.805919:299206-299829
BMIABBIL_00152		177662	178462	complete	NODE_6_length_358442_cov_29.805919:299867-300667
BMIABBIL_00153		178455	179153	complete	NODE_6_length_358442_cov_29.805919:300660-301358
BMIABBIL_00154		179237	180754	complete	NODE_6_length_358442_cov_29.805919:301442-302959
BMIABBIL_00155		180884	182308	complete	NODE_6_length_358442_cov_29.805919:303089-304513
BMIABBIL_00156		182463	183620	complete	NODE_6_length_358442_cov_29.805919:304668-305825
BMIABBIL_00157		183709	184095	complete	NODE_6_length_358442_cov_29.805919:305914-306300
BMIABBIL_00159		185123	185947	complete	NODE_6_length_358442_cov_29.805919:306455-307279
BMIABBIL_00160		185978	188650	complete	NODE_6_length_358442_cov_29.805919:307310-309982
BMIABBIL_00161		188712	189506	complete	NODE_6_length_358442_cov_29.805919:310044-310838
BMIABBIL_00162		189874	190599	complete	NODE_6_length_358442_cov_29.805919:311206-311931
BMIABBIL_00163		190857	191708	complete	NODE_6_length_358442_cov_29.805919:312189-313040
BMIABBIL_00164		191855	192580	complete	NODE_6_length_358442_cov_29.805919:313187-313912
BMIABBIL_00165		192872	193429	complete	NODE_6_length_358442_cov_29.805919:314204-314761
BMIABBIL_00166		193521	194717	complete	NODE_6_length_358442_cov_29.805919:314853-316049
BMIABBIL_00167		194906	195664	complete	NODE_6_length_358442_cov_29.805919:316238-316996
BMIABBIL_00168		195664	195816	complete	NODE_6_length_358442_cov_29.805919:316996-317148
BMIABBIL_00169		195785	196534	complete	NODE_6_length_358442_cov_29.805919:317117-317866
BMIABBIL_00170		196546	197898	complete	NODE_6_length_358442_cov_29.805919:317878-319230
BMIABBIL_00171		197928	200360	complete	NODE_6_length_358442_cov_29.805919:319260-321692
BMIABBIL_00172		200482	200967	complete	NODE_6_length_358442_cov_29.805919:321814-322299
BMIABBIL_00173		200971	201996	complete	NODE_6_length_358442_cov_29.805919:322303-323328
BMIABBIL_00174		202101	202556	complete	NODE_6_length_358442_cov_29.805919:323433-323888
BMIABBIL_00175		202560	203348	complete	NODE_6_length_358442_cov_29.805919:323892-324680
BMIABBIL_00176		203348	204496	complete	NODE_6_length_358442_cov_29.805919:324680-325828
BMIABBIL_00177		204493	205089	complete	NODE_6_length_358442_cov_29.805919:325825-326421
BMIABBIL_00178		205126	208608	complete	NODE_6_length_358442_cov_29.805919:326458-329940
BMIABBIL_00179		208621	209580	complete	NODE_6_length_358442_cov_29.805919:329953-330912
BMIABBIL_00180		209679	211820	complete	NODE_6_length_358442_cov_29.805919:331011-333152
BMIABBIL_00181		211877	212266	complete	NODE_6_length_358442_cov_29.805919:333209-333598
BMIABBIL_00182		212331	213629	complete	NODE_6_length_358442_cov_29.805919:333663-334961
BMIABBIL_00183		213678	213938	complete	NODE_6_length_358442_cov_29.805919:335010-335270
BMIABBIL_00184		213925	214125	complete	NODE_6_length_358442_cov_29.805919:335257-335457
BMIABBIL_00185		214291	214836	complete	NODE_6_length_358442_cov_29.805919:335623-336168
BMIABBIL_00186		214833	215255	complete	NODE_6_length_358442_cov_29.805919:336165-336587
BMIABBIL_00187		215269	215979	complete	NODE_6_length_358442_cov_29.805919:336601-337311
BMIABBIL_00188		216179	217003	complete	NODE_6_length_358442_cov_29.805919:337511-338335
BMIABBIL_00189		217057	218775	complete	NODE_6_length_358442_cov_29.805919:338389-340107
BMIABBIL_00190		218887	219594	complete	NODE_6_length_358442_cov_29.805919:340219-340926
BMIABBIL_00191		219591	219995	complete	NODE_6_length_358442_cov_29.805919:340923-341327
BMIABBIL_00192		220113	220928	complete	NODE_6_length_358442_cov_29.805919:341445-342260
BMIABBIL_00193		220968	221621	complete	NODE_6_length_358442_cov_29.805919:342300-342953
BMIABBIL_00194		221614	222645	complete	NODE_6_length_358442_cov_29.805919:342946-343977
BMIABBIL_00195		222833	223408	complete	NODE_6_length_358442_cov_29.805919:344165-344740
BMIABBIL_00196		223774	225311	complete	NODE_6_length_358442_cov_29.805919:345106-346643
BMIABBIL_00197		225381	225457	complete	NODE_6_length_358442_cov_29.805919:346713-346789
BMIABBIL_00198		225500	225575	complete	NODE_6_length_358442_cov_29.805919:346832-346907
BMIABBIL_00199		225761	228661	complete	NODE_6_length_358442_cov_29.805919:347093-349993
BMIABBIL_00200		228760	228870	complete	NODE_6_length_358442_cov_29.805919:350092-350202
BMIABBIL_00201		228928	229004	complete	NODE_6_length_358442_cov_29.805919:350260-350336
BMIABBIL_00202		229167	229970	complete	NODE_6_length_358442_cov_29.805919:350499-351302
BMIABBIL_00203		229967	230881	complete	NODE_6_length_358442_cov_29.805919:351299-352213
BMIABBIL_00204		231143	231922	complete	NODE_6_length_358442_cov_29.805919:352475-353254
BMIABBIL_00205		231926	232549	partial	NODE_6_length_358442_cov_29.805919:353337-353925
BMIABBIL_00206		232597	233817	complete	NODE_6_length_358442_cov_29.805919:353973-355193
BMIABBIL_00207		234027	234782	complete	NODE_6_length_358442_cov_29.805919:355403-356158
BMIABBIL_00208		234816	235538	complete	NODE_6_length_358442_cov_29.805919:356192-356914
BMIABBIL_00209		235535	236002	complete	NODE_6_length_358442_cov_29.805919:356911-357378
BMIABBIL_00210		236058	236798	complete	NODE_6_length_358442_cov_29.805919:357434-358174
BMIABBIL_00211		236931	237007	complete	NODE_6_length_358442_cov_29.805919:358307-358383
BMIABBIL_00215		239419	240189	complete	NODE_14_length_129358_cov_23.886142:34004-34774
BMIABBIL_00216		240370	240816	complete	NODE_14_length_129358_cov_23.886142:34955-35401
BMIABBIL_00217		240859	243303	complete	NODE_14_length_129358_cov_23.886142:35444-37888
BMIABBIL_00218		243543	244121	complete	NODE_14_length_129358_cov_23.886142:38128-38706
BMIABBIL_00219		244327	245094	complete	NODE_14_length_129358_cov_23.886142:38912-39679
BMIABBIL_00220		245065	245805	complete	NODE_14_length_129358_cov_23.886142:39650-40390
BMIABBIL_00226		250192	250827	complete	NODE_14_length_129358_cov_23.886142:81778-82413
BMIABBIL_00227		250898	251953	complete	NODE_14_length_129358_cov_23.886142:82484-83539
BMIABBIL_00228		252005	252298	complete	NODE_14_length_129358_cov_23.886142:83591-83884
BMIABBIL_00229		252301	252699	complete	NODE_14_length_129358_cov_23.886142:83887-84285
BMIABBIL_00230		252787	253161	complete	NODE_14_length_129358_cov_23.886142:84373-84747
BMIABBIL_00232		253702	254202	partial	NODE_14_length_129358_cov_23.886142:86188-86676
BMIABBIL_00233		254259	255716	complete	NODE_14_length_129358_cov_23.886142:87566-89023
BMIABBIL_00234		255977	256435	complete	NODE_14_length_129358_cov_23.886142:89284-89742
BMIABBIL_00235		256527	257771	complete	NODE_14_length_129358_cov_23.886142:89834-91078
BMIABBIL_00238		258734	259006	complete	NODE_14_length_129358_cov_23.886142:91265-91537
BMIABBIL_00239		259045	260100	complete	NODE_14_length_129358_cov_23.886142:91576-92631
BMIABBIL_00240		260388	261491	complete	NODE_14_length_129358_cov_23.886142:92919-94022
BMIABBIL_00241		261503	262756	complete	NODE_14_length_129358_cov_23.886142:94034-95287
BMIABBIL_00242		262871	262946	complete	NODE_14_length_129358_cov_23.886142:95402-95477
BMIABBIL_00258		272847	273992	partial	NODE_20_length_5734_cov_11.364901:3618-4725
BMIABBIL_00259		274101	275081	complete	NODE_3_length_538338_cov_26.544602:49731-50711
BMIABBIL_00285		297381	297791	partial	NODE_5_length_404630_cov_27.689093:5505-5736
BMIABBIL_00286		297770	298726	complete	NODE_5_length_404630_cov_27.689093:9954-10910
BMIABBIL_00287		298736	300934	complete	NODE_5_length_404630_cov_27.689093:10920-13118
BMIABBIL_00288		300931	301887	complete	NODE_5_length_404630_cov_27.689093:13115-14071
BMIABBIL_00289		301884	302573	partial	NODE_5_length_404630_cov_27.689093:14068-14559,NODE_5_length_404630_cov_27.689093:15818-16018
BMIABBIL_00290		302991	303605	complete	NODE_5_length_404630_cov_27.689093:16436-17050
BMIABBIL_00291		304495	305205	complete	NODE_5_length_404630_cov_27.689093:17940-18650
BMIABBIL_00292		305174	306817	complete	NODE_5_length_404630_cov_27.689093:18619-20262
BMIABBIL_00293		306807	309332	complete	NODE_5_length_404630_cov_27.689093:20252-22777
BMIABBIL_00294		309358	310026	complete	NODE_5_length_404630_cov_27.689093:22803-23471
BMIABBIL_00295		310084	310671	complete	NODE_5_length_404630_cov_27.689093:23529-24116
BMIABBIL_00296		310746	311288	complete	NODE_5_length_404630_cov_27.689093:24191-24733
BMIABBIL_00297		312374	312514	complete	NODE_5_length_404630_cov_27.689093:25819-25959
BMIABBIL_00298		312514	312780	complete	NODE_5_length_404630_cov_27.689093:25959-26225
BMIABBIL_00299		313141	313242	complete	NODE_5_length_404630_cov_27.689093:26586-26687
BMIABBIL_00300		314357	315244	partial	NODE_5_length_404630_cov_27.689093:34123-34999
BMIABBIL_00303		316450	317136	partial	NODE_5_length_404630_cov_27.689093:38751-39355
BMIABBIL_00304		317726	318319	complete	NODE_5_length_404630_cov_27.689093:40631-41224
BMIABBIL_00305		318676	320001	complete	NODE_5_length_404630_cov_27.689093:41581-42906
BMIABBIL_00306		320227	321081	complete	NODE_5_length_404630_cov_27.689093:43132-43986
BMIABBIL_00307		321608	322327	complete	NODE_5_length_404630_cov_27.689093:44513-45232
BMIABBIL_00308		322338	323765	complete	NODE_5_length_404630_cov_27.689093:45243-46670
BMIABBIL_00309		323758	324453	complete	NODE_5_length_404630_cov_27.689093:46663-47358
BMIABBIL_00310		324696	325364	complete	NODE_5_length_404630_cov_27.689093:47601-48269
BMIABBIL_00311		325577	327247	complete	NODE_5_length_404630_cov_27.689093:48482-50152
BMIABBIL_00312		327261	328733	complete	NODE_5_length_404630_cov_27.689093:50166-51638
BMIABBIL_00313		328747	329334	complete	NODE_5_length_404630_cov_27.689093:51652-52239
BMIABBIL_00314		329463	331496	complete	NODE_5_length_404630_cov_27.689093:52368-54401
BMIABBIL_00315		332371	333459	complete	NODE_5_length_404630_cov_27.689093:55276-56364
BMIABBIL_00316		333501	334433	complete	NODE_5_length_404630_cov_27.689093:56406-57338
BMIABBIL_00317		334525	335022	complete	NODE_5_length_404630_cov_27.689093:57430-57927
BMIABBIL_00318		335280	335885	complete	NODE_5_length_404630_cov_27.689093:58185-58790
BMIABBIL_00319		335925	336788	complete	NODE_5_length_404630_cov_27.689093:58830-59693
BMIABBIL_00320		336778	338325	complete	NODE_5_length_404630_cov_27.689093:59683-61230
BMIABBIL_00321		338325	339743	partial	NODE_5_length_404630_cov_27.689093:61230-62647
BMIABBIL_00323		340165	341115	complete	NODE_5_length_404630_cov_27.689093:62747-63697
BMIABBIL_00324		341125	342507	complete	NODE_5_length_404630_cov_27.689093:63707-65089
BMIABBIL_00325		342884	343933	complete	NODE_5_length_404630_cov_27.689093:70568-71617
BMIABBIL_00326		344176	344991	complete	NODE_5_length_404630_cov_27.689093:71860-72675
BMIABBIL_00327		345334	345414	complete	NODE_5_length_404630_cov_27.689093:73018-73098
BMIABBIL_00328		345666	346298	complete	NODE_5_length_404630_cov_27.689093:73350-73982
BMIABBIL_00329		346484	346759	complete	NODE_5_length_404630_cov_27.689093:74168-74443
BMIABBIL_00330		346857	348443	complete	NODE_5_length_404630_cov_27.689093:74541-76127
BMIABBIL_00331		348682	349572	complete	NODE_5_length_404630_cov_27.689093:76366-77256
BMIABBIL_00332		349518	349964	complete	NODE_5_length_404630_cov_27.689093:77202-77648
BMIABBIL_00333		350012	351181	complete	NODE_5_length_404630_cov_27.689093:77696-78865
BMIABBIL_00334		351215	352666	complete	NODE_5_length_404630_cov_27.689093:78899-80350
BMIABBIL_00335		352706	354592	complete	NODE_5_length_404630_cov_27.689093:80390-82276
BMIABBIL_00336		354922	356181	complete	NODE_5_length_404630_cov_27.689093:83266-84525
BMIABBIL_00337		356171	357454	complete	NODE_5_length_404630_cov_27.689093:84515-85798
BMIABBIL_00338		357791	358690	complete	NODE_5_length_404630_cov_27.689093:86135-87034
BMIABBIL_00339		358799	359458	complete	NODE_5_length_404630_cov_27.689093:87143-87802
BMIABBIL_00340		359489	359959	complete	NODE_5_length_404630_cov_27.689093:87833-88303
BMIABBIL_00341		359965	361146	complete	NODE_5_length_404630_cov_27.689093:88309-89490
BMIABBIL_00342		361249	361860	complete	NODE_5_length_404630_cov_27.689093:89593-90204
BMIABBIL_00343		361926	363179	complete	NODE_5_length_404630_cov_27.689093:90270-91523
BMIABBIL_00344		363231	366305	complete	NODE_5_length_404630_cov_27.689093:91575-94649
BMIABBIL_00345		366428	367519	complete	NODE_5_length_404630_cov_27.689093:94772-95863
BMIABBIL_00346		367587	368420	complete	NODE_5_length_404630_cov_27.689093:95931-96764
BMIABBIL_00347		368611	370275	complete	NODE_5_length_404630_cov_27.689093:96955-98619
BMIABBIL_00348		370277	371221	complete	NODE_5_length_404630_cov_27.689093:98621-99565
BMIABBIL_00349		371239	372105	complete	NODE_5_length_404630_cov_27.689093:99583-100449
BMIABBIL_00350		372115	372924	complete	NODE_5_length_404630_cov_27.689093:100459-101268
BMIABBIL_00351		372921	373871	complete	NODE_5_length_404630_cov_27.689093:101265-102215
BMIABBIL_00352		373868	374881	complete	NODE_5_length_404630_cov_27.689093:102212-103225
BMIABBIL_00353		375459	376670	complete	NODE_5_length_404630_cov_27.689093:103190-104401
BMIABBIL_00354		376772	377311	complete	NODE_5_length_404630_cov_27.689093:104503-105042
BMIABBIL_00355		377535	378368	complete	NODE_5_length_404630_cov_27.689093:105266-106099
BMIABBIL_00356		378462	379571	complete	NODE_5_length_404630_cov_27.689093:106193-107302
BMIABBIL_00357		379606	379881	complete	NODE_5_length_404630_cov_27.689093:107337-107612
BMIABBIL_00358		380069	380842	complete	NODE_5_length_404630_cov_27.689093:107800-108573
BMIABBIL_00359		380844	381287	partial	NODE_5_length_404630_cov_27.689093:108575-108882
BMIABBIL_00362		382739	383935	complete	NODE_5_length_404630_cov_27.689093:109032-110228
BMIABBIL_00363		383945	384043	complete	NODE_5_length_404630_cov_27.689093:110238-110336
BMIABBIL_00364		384059	384616	complete	NODE_5_length_404630_cov_27.689093:110352-110909
BMIABBIL_00365		385232	386194	complete	NODE_5_length_404630_cov_27.689093:111525-112487
BMIABBIL_00366		386207	386974	complete	NODE_5_length_404630_cov_27.689093:112500-113267
BMIABBIL_00367		386971	387798	complete	NODE_5_length_404630_cov_27.689093:113264-114091
BMIABBIL_00368		387795	388646	complete	NODE_5_length_404630_cov_27.689093:114088-114932
BMIABBIL_00373		393021	394418	complete	NODE_5_length_404630_cov_27.689093:117981-119378
BMIABBIL_00374		394506	395129	complete	NODE_5_length_404630_cov_27.689093:119466-120089
BMIABBIL_00375		395130	396287	complete	NODE_5_length_404630_cov_27.689093:120090-121247
BMIABBIL_00376		396333	396434	complete	NODE_5_length_404630_cov_27.689093:121293-121394
BMIABBIL_00377		396639	397859	complete	NODE_5_length_404630_cov_27.689093:121599-122819
BMIABBIL_00378		397872	398966	complete	NODE_5_length_404630_cov_27.689093:122832-123926
BMIABBIL_00379		399025	399333	complete	NODE_5_length_404630_cov_27.689093:123985-124293
BMIABBIL_00380		399593	399805	complete	NODE_5_length_404630_cov_27.689093:124553-124765
BMIABBIL_00381		399829	400923	complete	NODE_5_length_404630_cov_27.689093:124789-125883
BMIABBIL_00382		401386	401646	complete	NODE_5_length_404630_cov_27.689093:126346-126606
BMIABBIL_00383		401747	403162	complete	NODE_5_length_404630_cov_27.689093:126707-128122
BMIABBIL_00384		403281	403601	complete	NODE_5_length_404630_cov_27.689093:128241-128561
